time,latitude,longitude,depth,magnitude,place
1586760266940,3.7387,125.388,42.32,5.0,"184 km S of Sarangani, Philippines"
1586742172499,48.2516,154.3212,52.46,5.0,"299 km SSW of Severo-Kuril’sk, Russia"
1586694310152,-4.211,151.9344,10.0,5.1,"25 km W of Rabaul, Papua New Guinea"
1586691196614,-5.3565,152.574,10.0,5.0,"117 km SSE of Kokopo, Papua New Guinea"
1586674667541,-36.9558,77.393,10.0,6.1,Mid-Indian Ridge
1586652379649,-40.1571,78.3071,10.0,5.4,Mid-Indian Ridge
1586650068173,-40.3296,78.3668,10.0,5.3,Mid-Indian Ridge
1586644425704,-24.2993,-176.5348,50.14,5.0,south of the Fiji Islands
1586629362271,-19.4108,-173.0467,34.33,5.2,"129 km SE of Neiafu, Tonga"
1586615797040,38.0525,-118.7333333,8.45,5.24,"30km SE of Bodie, CA"
1586575159948,28.1007,142.67,10.0,5.2,"Bonin Islands, Japan region"
1586544349730,5.5945,126.4894,79.86,5.1,"91 km SSE of Pondaguitan, Philippines"
1586537096425,20.4677,122.1097,160.0,5.9,"14 km E of Basco, Philippines"
1586536686408,-58.0955,-25.7252,66.44,5.1,South Sandwich Islands region
1586493618982,12.512,144.0556,10.0,5.0,"106 km SW of Merizo Village, Guam"
1586453186403,-5.3426,68.6654,10.0,5.3,Chagos Archipelago region
1586448473239,-30.6448,-177.0275,10.0,5.0,"Kermadec Islands, New Zealand"
1586441212104,-18.18,-69.611,141.89,5.0,"58 km SE of Palca, Peru"
1586434836106,24.8935,-45.8738,10.0,5.1,northern Mid-Atlantic Ridge
1586429632419,-35.8656,-103.8884,10.0,5.0,southeast of Easter Island
1586340152491,-15.7188,-177.5486,422.0,5.5,"167 km SSE of Alo, Wallis and Futuna"
1586325350579,26.6875,126.6535,102.77,5.0,"115 km WNW of Naha, Japan"
1586275941430,-56.3205,-26.9946,97.7,5.0,South Sandwich Islands region
1586259126029,-15.2669,-173.2623,10.0,5.2,"95 km NE of Hihifo, Tonga"
1586258948661,-31.674,179.6381,419.97,5.0,Kermadec Islands region
1586240841972,49.1414,157.8188,45.31,5.1,"209 km SE of Severo-Kuril’sk, Russia"
1586230011175,11.6591,-61.1271,20.13,5.0,"67 km NW of Scarborough, Trinidad and Tobago"
1586219718553,-43.6876,-16.1483,10.0,5.0,southern Mid-Atlantic Ridge
1586200827360,2.8254,95.753,35.0,5.0,"79 km WNW of Sinabang, Indonesia"
1586196121677,-21.5415,-175.5576,42.19,5.0,"55 km SW of Vaini, Tonga"
1586135573022,-10.1982,161.1811,60.05,5.0,Solomon Islands
1586111830876,1.395,126.4381,42.0,6.0,"124 km WNW of Ternate, Indonesia"
1585992258396,-19.4019,-173.2517,10.0,5.1,"113 km SE of Neiafu, Tonga"
1585981104535,54.8277,166.1783,14.0,5.5,"280 km SE of Ust’-Kamchatsk Staryy, Russia"
1585965170938,-55.9365,-27.7537,76.68,5.1,South Sandwich Islands region
1585954249686,-58.658,-25.2733,27.8,5.0,South Sandwich Islands region
1585863761631,-6.9666,126.6195,408.54,5.2,"167 km N of Baukau, Timor Leste"
1585858143280,20.6676,144.7696,110.97,5.2,"Maug Islands region, Northern Mariana Islands"
1585853013658,-56.0143,-26.6438,35.0,5.1,South Sandwich Islands region
1585822537321,11.7273,-88.4304,16.98,5.2,"155 km SW of Jiquilillo, Nicaragua"
1585793591964,-7.9349,125.7018,16.19,5.5,"65 km N of Metinaro, Timor Leste"
1585743807116,33.1265,98.9089,10.0,5.4,"274 km NE of Qamdo, China"
1585722744802,-54.364,-136.2801,10.0,5.3,Pacific-Antarctic Ridge
1585720218940,-55.6838,-28.1482,39.57,5.2,South Sandwich Islands region
1585714161850,-45.5913,-76.6302,10.0,5.2,"298 km W of Puerto Chacabuco, Chile"
1585698750781,44.4646,-115.1175,12.06,6.5,"Stanley, Idaho"
1585590880558,-13.7624,66.1511,10.0,5.6,Mid-Indian Ridge
1585583569118,23.9879,123.4477,33.06,5.3,"69 km SE of Yonakuni, Japan"
1585559345891,0.2895,-77.6885,130.93,5.2,"30 km ESE of Pimampiro, Ecuador"
1585550667186,-56.0767,-60.1829,10.0,5.0,Drake Passage
1585505954153,-21.4233,169.485,10.0,5.7,"166 km E of Tadine, New Caledonia"
1585504961489,31.0301,-41.3765,10.0,5.0,northern Mid-Atlantic Ridge
1585488827704,-23.9069,-174.5171,10.0,5.1,"288 km S of ‘Ohonua, Tonga"
1585449961179,-5.1488,144.2387,92.33,5.2,"68 km ENE of Wabag, Papua New Guinea"
1585437038495,-7.137,124.0206,590.05,5.3,"209 km NW of Maubara, Timor Leste"
1585417696243,-17.8156,168.3388,84.0,5.8,"9 km SSE of Port-Vila, Vanuatu"
1585410197479,-1.7144,120.1775,10.0,5.9,"73 km WSW of Poso, Indonesia"
1585373572745,-1.313,150.1714,10.0,5.0,"155 km NNW of Kavieng, Papua New Guinea"
1585330970317,-28.8064,-63.1626,597.13,5.2,"30 km SW of Colonia Dora, Argentina"
1585319568194,0.1747,133.5831,10.0,5.6,"126 km NNW of Manokwari, Indonesia"
1585291242525,28.2443,57.1201,10.0,5.3,"118 km SSE of K?h Sef?d, Iran"
1585258602248,-2.9507,139.1131,38.0,5.7,"173 km WSW of Abepura, Indonesia"
1585254294588,-56.6059,-26.8921,78.32,5.4,South Sandwich Islands region
1585237084089,5.5669,125.0521,59.0,6.1,"27 km SW of Burias, Philippines"
1585235787940,31.7168,-104.0419,9.51,5.0,"41 km W of Mentone, Texas"
1585206565834,35.868,5.7575,10.0,5.0,"21 km WNW of Draa Klalouche, Algeria"
1585202313954,-19.7794,-11.7802,10.0,5.0,southern Mid-Atlantic Ridge
1585201968762,22.6857,143.2352,112.04,5.4,"Volcano Islands, Japan region"
1585166167367,55.8935,160.2484,186.74,5.0,"29 km SE of Kozyrëvsk, Russia"
1585156905997,49.2311,158.1315,36.43,5.1,"215 km SE of Severo-Kuril’sk, Russia"
1585119158920,-35.7473,-73.4677,10.0,5.1,"102 km NW of Quirihue, Chile"
1585104561160,48.9638,157.6955,57.8,7.5,"221 km SSE of Severo-Kuril’sk, Russia"
1585035517882,-23.5487,-174.7415,10.0,5.0,"246 km S of ‘Ohonua, Tonga"
1584995619220,-25.281,179.7207,506.13,5.5,south of the Fiji Islands
1584995591103,-25.3164,179.6872,500.82,5.4,south of the Fiji Islands
1584985572125,-44.478,-78.9908,10.0,5.1,"Off the coast of Aisen, Chile"
1584966355883,52.0913,-177.6185,101.16,5.0,"71 km WNW of Adak, Alaska"
1584927040171,22.8712,144.0567,10.0,5.0,"Volcano Islands, Japan region"
1584916684810,-4.6744,-104.9519,10.0,6.1,central East Pacific Rise
1584916454473,-16.799,-175.4458,313.55,5.0,"199 km WSW of Hihifo, Tonga"
1584909788126,-0.705,-21.1768,10.0,5.6,central Mid-Atlantic Ridge
1584904901455,41.7161,81.1539,10.0,5.1,"93 km NE of Aksu, China"
1584856307836,-3.1119,135.6309,30.78,5.1,"31 km NNE of Nabire, Indonesia"
1584854643700,45.9072,15.9697,10.0,5.3,"5 km E of Gornja Bistra, Croatia"
1584848093465,1.3369,121.9752,10.0,5.0,"149 km NW of Gorontalo, Indonesia"
1584825574358,-5.306,141.4079,10.0,5.0,"91 km N of Kiunga, Papua New Guinea"
1584790823466,11.2547,138.7264,10.0,5.1,"203 km NNE of Colonia, Micronesia"
1584772954748,-12.3339,44.8843,10.0,5.0,"38 km E of Mramani, Comoros"
1584751791370,39.3567,20.6383,10.0,5.7,"14 km NNE of Kanaláki, Greece"
1584698058030,-48.4146,31.42,10.0,5.1,south of Africa
1584690807372,56.5205,-148.6788,10.0,5.2,"250 km ESE of Chiniak, Alaska"
1584673393676,46.0479,93.9973,10.0,5.5,"178 km WSW of Altai, Mongolia"
1584668170804,-34.2105,-179.0472,10.0,5.0,south of the Kermadec Islands
1584667995443,28.5896,87.3081,10.0,5.7,"85 km NE of Lobujya, Nepal"
1584648998229,-60.7272,-25.489,10.0,5.0,South Sandwich Islands region
1584648502670,14.5105,124.0645,22.5,5.0,"52 km NNW of Pandan, Philippines"
1584640413384,38.3915,39.0729,10.0,5.2,"9 km NNE of Do?anyol, Turkey"
1584625975249,20.7035,143.5362,10.0,5.5,Mariana Islands region
1584569300920,40.3475,-124.4561667,28.61,5.21,"15km W of Petrolia, CA"
1584553539299,-11.0521,115.1378,20.68,6.2,"249 km S of Nusa Dua, Indonesia"
1584550584148,-36.5901,178.9624,47.07,5.1,"216 km NE of Opotiki, New Zealand"
1584545493195,66.2877,-157.2513,8.6,5.0,"67 km S of Shungnak, Alaska"
1584536971530,40.751,-112.0783333,11.9,5.7,"5 km NNE of Magna, Utah"
1584509493938,-11.0517,164.4588,10.0,5.5,"150 km WSW of Lata, Solomon Islands"
1584501225742,-13.1364,167.0277,176.0,6.1,"99 km NW of Sola, Vanuatu"
1584501209659,3.0199,128.0385,101.76,5.4,"142 km N of Tobelo, Indonesia"
1584461182370,-16.0252,-172.1911,10.0,6.0,"171 km E of Hihifo, Tonga"
1584457832414,42.3191,138.3524,230.25,5.0,"191 km WSW of Iwanai, Japan"
1584432723636,-36.1555,-73.1685,33.03,5.6,"54 km NNW of Tomé, Chile"
1584371356292,-6.2177,151.4397,10.0,5.0,"161 km ESE of Kimbe, Papua New Guinea"
1584356351000,-1.1964,126.4508,21.18,5.0,"243 km SSW of Ternate, Indonesia"
1584344839073,59.9853,-29.7179,10.0,5.3,Reykjanes Ridge
1584330808778,1.1616,-78.5752,42.22,5.0,"32 km ESE of San Lorenzo de Esmeraldas, Ecuador"
1584315196105,-12.2789,166.5621,87.98,5.2,"191 km SSE of Lata, Solomon Islands"
1584309865371,27.4047,55.3537,10.0,5.4,"94 km WNW of Bandar Abbas, Iran"
1584306332421,-10.4691,118.2924,10.0,5.2,"214 km S of Dompu, Indonesia"
1584235336792,15.0599,-92.769,80.22,5.1,"14 km SSW of El Arenal, Mexico"
1584217668098,-22.5528,173.3814,10.0,5.1,southeast of the Loyalty Islands
1584183060770,11.531,126.7585,10.0,5.0,"121 km ENE of Sulangan, Philippines"
1584180315903,-36.545,178.8162,48.06,5.8,"211 km NE of Opotiki, New Zealand"
1584180077118,-27.367,-175.6102,11.0,6.4,Kermadec Islands region
1584074800662,8.3099,-82.8384,19.17,5.0,"1 km ENE of El Palmar, Panama"
1584065282221,-19.9306,-69.2739,102.69,5.2,"96 km ENE of Iquique, Chile"
1584050448085,14.7161,119.0784,10.0,5.3,"110 km WSW of San Nicolas, Philippines"
1584033526197,37.2745,136.878,10.0,5.3,"26 km NNW of Nanao, Japan"
1584027842770,32.7152,85.3323,10.0,5.4,western Xizang
1584017427596,-19.1046,-172.8712,10.0,5.5,"127 km ESE of Neiafu, Tonga"
1584000198933,-8.9032,110.5406,94.26,5.2,"107 km SSE of Pundong, Indonesia"
1583956448521,-19.3343,-172.9419,10.0,5.2,"133 km SE of Neiafu, Tonga"
1583939815980,-6.9547,155.4551,28.39,5.3,"70 km S of Panguna, Papua New Guinea"
1583888508364,-32.3931,-178.0772,10.0,5.2,south of the Kermadec Islands
1583881714923,3.8659,97.2542,110.48,5.0,"103 km SW of Langsa, Indonesia"
1583849186665,-5.837,103.0187,26.18,5.7,"201 km S of Pagar Alam, Indonesia"
1583847860838,-22.1116,-67.8732,151.33,5.1,"94 km NNE of San Pedro de Atacama, Chile"
1583838828478,1.171,-90.6425,10.0,5.6,"214 km N of Puerto Ayora, Ecuador"
1583835484505,-6.7852,106.6813,10.0,5.0,"11 km W of Cicurug, Indonesia"
1583824858662,-0.6018,-20.7191,10.0,5.0,central Mid-Atlantic Ridge
1583777529419,32.8006,85.5456,10.0,5.2,western Xizang
1583747148068,11.0067,138.6173,48.16,5.3,"173 km NNE of Colonia, Micronesia"
1583722748860,40.3916667,-125.0936667,3.19,5.77,"69km W of Petrolia, CA"
1583619800981,-58.7143,-25.3401,35.0,5.0,South Sandwich Islands region
1583614684107,32.3998,-16.8207,4.72,5.3,"27 km S of Caniço, Portugal"
1583584986584,-40.9746,-91.8715,10.0,5.1,West Chile Rise
1583580926116,-7.384,128.6984,165.2,5.2,"225 km NE of Lospalos, Timor Leste"
1583559825580,-17.8921,167.85,10.0,5.5,"52 km WSW of Port-Vila, Vanuatu"
1583553123180,31.6893333,-114.5405,9.98,5.49,"71km SE of Estacion Coahuila, B.C., MX"
1583548847723,9.0114,-83.1647,39.22,5.2,"25 km SE of Buenos Aires, Costa Rica"
1583524379234,-5.2218,102.2091,35.0,5.0,"157 km S of Bengkulu, Indonesia"
1583490522029,-31.368,58.3242,10.0,6.0,Southwest Indian Ridge
1583420325960,-48.8536,-8.7884,10.0,5.1,southern Mid-Atlantic Ridge
1583419693732,-3.3468,145.2478,10.0,5.1,"153 km ENE of Angoram, Papua New Guinea"
1583413905794,-29.7266,-176.2111,10.0,5.4,Kermadec Islands region
1583402705842,-3.4334,145.3724,10.0,5.3,"160 km ENE of Angoram, Papua New Guinea"
1583391461361,-28.4189,-67.4978,105.86,5.5,"39 km S of Tinogasta, Argentina"
1583340476844,-59.6397,-26.5723,59.36,5.1,South Sandwich Islands region
1583329006462,-3.4641,99.6068,10.0,5.0,"252 km SW of Sungai Penuh, Indonesia"
1583313094685,-29.8195,-176.1228,10.0,5.0,Kermadec Islands region
1583250832561,-18.0209,167.6251,10.0,5.0,"79 km WSW of Port-Vila, Vanuatu"
1583236643622,79.9757,-0.3924,10.0,5.0,Greenland Sea
1583230476255,-59.6743,-26.2814,66.7,5.0,South Sandwich Islands region
1583224918847,51.0359,-179.795,10.0,5.0,"238 km WSW of Adak, Alaska"
1583197598285,-54.6199,144.1688,10.0,5.0,west of Macquarie Island
1583184195272,-59.6088,-26.3897,79.75,5.1,South Sandwich Islands region
1583109075355,51.1069,-179.85,19.72,5.7,"239 km WSW of Adak, Alaska"
1583097560576,11.3585,124.6838,10.0,5.4,"6 km NNW of Guindapunan, Philippines"
1582968505915,3.14,128.1906,136.91,5.3,"157 km N of Tobelo, Indonesia"
1582941429831,-19.4385,-172.9909,10.0,5.1,"136 km SE of Neiafu, Tonga"
1582915678682,-55.3469,-29.3883,10.0,5.3,South Sandwich Islands region
1582898575010,-3.9512,103.1177,93.99,5.1,"16 km WNW of Pagar Alam, Indonesia"
1582875710508,-18.9008,-172.9039,10.0,5.7,"117 km ESE of Neiafu, Tonga"
1582842036921,-54.4859,-118.9469,10.0,5.4,southern East Pacific Rise
1582831259579,1.8642,126.447,61.95,5.0,"158 km NW of Ternate, Indonesia"
1582830782974,3.7953,125.7576,122.0,5.5,"180 km S of Sarangani, Philippines"
1582816698668,-13.794,-14.6731,10.0,5.3,southern Mid-Atlantic Ridge
1582776814846,-45.1466,95.4789,10.0,5.0,southeast Indian Ridge
1582776670694,-12.283,-14.7983,10.0,5.1,southern Mid-Atlantic Ridge
1582729448953,32.9752,76.2474,10.0,5.0,"47 km NNE of Chamba, India"
1582702392952,-7.4887,131.1196,54.0,6.0,"273 km SW of Tual, Indonesia"
1582676612809,15.8708,119.2231,10.0,5.0,"58 km W of Ilioilio, Philippines"
1582671817816,38.3489,38.7972,10.0,5.0,"21 km WNW of Do?anyol, Turkey"
1582629243929,24.3743,121.4522,10.0,5.0,"46 km NNW of Hualien City, Taiwan"
1582604102162,-8.0852,-80.0159,28.22,5.3,"86 km W of Santiago de Cao, Peru"
1582473631626,38.4958,44.3732,10.0,6.0,"37 km ESE of Özalp, Turkey"
1582464340621,28.5128,142.785,10.0,5.1,"Bonin Islands, Japan region"
1582437181055,38.4465,44.4168,10.0,5.8,"41 km NW of Salm?s, Iran"
1582423684068,-0.1918,125.189,21.24,5.3,"168 km S of Tondano, Indonesia"
1582413542778,-38.2401,-93.7869,10.0,5.0,West Chile Rise
1582413156918,-38.1463,-93.7502,10.0,5.5,West Chile Rise
1582400771305,-21.8248,-174.6574,10.0,5.6,"62 km SSE of ‘Ohonua, Tonga"
1582397418266,-21.7784,-174.8885,17.54,5.3,"49 km S of ‘Ohonua, Tonga"
1582385682014,5.5251,126.6597,23.5,5.3,"106 km SSE of Pondaguitan, Philippines"
1582385388110,5.4617,126.7769,13.5,5.1,"119 km SSE of Pondaguitan, Philippines"
1582341568366,13.4175,146.4244,10.0,5.0,"166 km E of Yigo Village, Guam"
1582338764600,-11.9119,165.5183,10.0,5.0,"134 km SSW of Lata, Solomon Islands"
1582333863690,-8.1132,129.0865,30.74,5.2,"234 km ENE of Lospalos, Timor Leste"
1582280414460,50.8347,-179.2666,10.0,5.3,"216 km WSW of Adak, Alaska"
1582230268512,-6.7432,129.6245,163.21,5.4,Banda Sea
1582225056124,53.7001,160.6757,32.0,5.8,"153 km ENE of Petropavlovsk-Kamchatsky, Russia"
1582221695341,34.5182,85.6961,10.0,5.1,western Xizang
1582192447296,5.5936,125.5446,201.06,5.4,"11 km SE of Sugal, Philippines"
1582180944887,-54.5632,5.4124,10.0,5.0,Bouvet Island region
1582180531625,-34.285,-178.9599,10.0,5.2,south of the Kermadec Islands
1582171302421,-57.4848,-26.0606,67.06,5.2,South Sandwich Islands region
1582010979013,85.729,22.6943,10.0,5.5,north of Svalbard
1582003965462,-35.5964,-73.2435,10.0,5.0,"80 km WSW of Constitución, Chile"
1581944093982,28.6016,142.6583,10.0,5.3,"Bonin Islands, Japan region"
1581916227743,-59.9705,-27.6715,96.39,5.3,South Sandwich Islands region
1581899298140,-33.105,179.8741,178.25,5.4,south of the Kermadec Islands
1581890744273,-21.932,-68.4679,104.1,5.2,"74 km NE of Calama, Chile"
1581856247136,27.1286,55.7659,8.52,5.1,"51 km W of Bandar Abbas, Iran"
1581851892767,28.6382,142.6677,10.0,5.0,"Bonin Islands, Japan region"
1581838537833,49.4091,155.5176,49.57,5.2,"147 km SSW of Severo-Kuril’sk, Russia"
1581807627251,-3.3456,131.4839,10.0,5.6,"273 km S of Sorong, Indonesia"
1581781004859,1.6105,126.6462,35.0,5.4,"122 km NW of Ternate, Indonesia"
1581764405736,23.838,121.6166,10.0,5.3,"15 km S of Hualien City, Taiwan"
1581759555121,-15.6935,179.9662,10.0,5.7,"104 km NE of Labasa, Fiji"
1581737516345,41.8151,79.2761,10.0,5.1,"98 km SE of Ak-Suu, Kyrgyzstan"
1581674128590,-58.905,-25.5422,35.0,5.1,South Sandwich Islands region
1581659940044,-56.6552,-142.2857,10.0,5.6,Pacific-Antarctic Ridge
1581617851013,-6.6215,130.6068,80.06,5.2,"261 km WSW of Tual, Indonesia"
1581607585805,51.2422,-174.9849,24.39,5.0,"119 km SSW of Atka, Alaska"
1581602859734,51.6379,177.3128,44.27,5.0,"Rat Islands, Aleutian Islands, Alaska"
1581590024406,45.6161,148.959,143.0,7.0,"95 km ENE of Kuril’sk, Russia"
1581588968139,-5.5265,153.1309,10.0,5.3,"162 km SE of Kokopo, Papua New Guinea"
1581576644793,-19.202,169.0155,110.07,5.1,"46 km NW of Isangel, Vanuatu"
1581573038170,-20.9437,-70.8282,10.0,5.0,"107 km SW of Iquique, Chile"
1581568312029,-15.9795,-74.667,35.0,5.1,"38 km WSW of Atiquipa, Peru"
1581519471581,-17.7812,-178.5633,552.01,5.1,"226 km E of Levuka, Fiji"
1581503838660,37.3216,141.3807,77.87,5.2,"38 km ESE of Namie, Japan"
1581497974334,-24.5613,-177.425,102.3,5.0,south of the Fiji Islands
1581434146737,-5.9664,150.2292,49.21,5.3,"47 km SSE of Kimbe, Papua New Guinea"
1581429002629,-24.7868,-70.8845,36.16,5.3,"79 km NNW of Taltal, Chile"
1581426448630,-52.3449,17.0687,10.0,5.0,southwest of Africa
1581419223641,-25.1674,179.9422,493.93,5.4,south of the Fiji Islands
1581417422338,15.78,147.8801,10.0,5.4,"236 km ENE of Saipan, Northern Mariana Islands"
1581416506079,-22.5051,-174.7308,10.0,5.2,"131 km S of ‘Ohonua, Tonga"
1581364321465,-59.8258,-25.8756,10.0,5.1,South Sandwich Islands region
1581255172952,81.1785,-3.9436,10.0,5.0,north of Svalbard
1581241344634,-4.584,149.5164,551.51,5.5,"127 km NNW of Kimbe, Papua New Guinea"
1581231940709,-52.814,27.5391,10.0,5.1,south of Africa
1581228269967,-5.4925,152.1522,34.0,6.1,"127 km S of Kokopo, Papua New Guinea"
1581186360235,-60.6386,-25.4234,10.0,5.0,South Sandwich Islands region
1581172378625,-59.9212,-25.5526,16.0,6.0,South Sandwich Islands region
1581166123532,-6.0138,147.4422,53.33,5.1,"74 km NW of Finschhafen, Papua New Guinea"
1581166021887,26.3386,90.7847,10.0,5.0,"10 km E of Abhay?puri, India"
1581143804095,-2.8766,129.9354,10.0,5.6,"123 km ENE of Amahai, Indonesia"
1581142677956,-20.8279,-68.7137,108.34,5.2,"165 km ESE of Iquique, Chile"
1581101570743,-59.3919,-60.2116,10.0,5.5,Drake Passage
1581047439165,-2.6378,138.333,30.35,5.0,"255 km W of Abepura, Indonesia"
1580996737801,5.4894,126.559,10.0,5.1,"105 km SSE of Pondaguitan, Philippines"
1580996405791,5.4543,126.5692,19.0,6.0,"109 km SSE of Pondaguitan, Philippines"
1580987996405,36.2822,141.8024,10.0,5.3,"106 km NE of Hasaki, Japan"
1580984429901,-32.1743,-178.9588,10.0,5.1,south of the Kermadec Islands
1580926357734,-6.0817,113.0778,592.42,6.2,"113 km NNE of Bangkalan, Indonesia"
1580905025396,-54.597,158.7366,10.0,5.8,Macquarie Island region
1580899386434,19.8937,-109.4208,10.0,5.2,Revilla Gigedo Islands region
1580889440260,-4.4768,-77.4566,10.0,5.1,"95 km WNW of Barranca, Peru"
1580872405454,-25.2755,-176.5491,35.0,5.1,south of the Fiji Islands
1580867505431,-5.8126,-80.7451,42.07,5.0,"29 km SSE of Sechura, Peru"
1580831232160,-9.0299,157.9045,10.0,5.1,"155 km SE of Gizo, Solomon Islands"
1580827555720,17.8388,-66.8751,7.0,5.0,"15 km SSE of Guánica, Puerto Rico"
1580822363399,-29.7192,-177.4813,30.82,5.1,"Kermadec Islands, New Zealand"
1580809642854,-37.708,176.6053,289.09,5.1,"15 km ENE of Maketu, New Zealand"
1580728687451,-5.1117,134.2057,27.07,5.0,"170 km ENE of Tual, Indonesia"
1580614364517,13.8186,-92.8609,10.0,5.6,"104 km SW of Brisas Barra de Suchiate, Mexico"
1580573045570,-44.7055,-81.2487,10.0,5.0,West Chile Rise
1580548171500,-2.9219,101.0474,62.54,5.0,"103 km SSW of Sungai Penuh, Indonesia"
1580532230416,-19.3157,-174.5502,37.12,5.0,"58 km NNW of Pangai, Tonga"
1580524557424,-24.4465,-66.9561,160.48,5.2,"69 km WSW of San Antonio de los Cobres, Argentina"
1580508655844,-6.4065,129.1523,221.39,5.0,Banda Sea
1580490466302,35.884,140.0639,64.0,5.3,"2 km SW of Toride, Japan"
1580487081024,35.6513,140.7281,35.43,5.2,"10 km SE of Asahi, Japan"
1580478811671,-25.3656,178.4003,574.81,5.7,south of the Fiji Islands
1580473740891,-8.349,156.5095,10.0,5.1,"45 km SW of Gizo, Solomon Islands"
1580473621526,-8.2691,156.5334,10.0,5.4,"38 km WSW of Gizo, Solomon Islands"
1580469937262,55.7981,-149.3295,10.27,5.1,"270 km SE of Chiniak, Alaska"
1580469528530,6.687,125.3714,31.48,5.0,"2 km E of Guihing Proper, Philippines"
1580468889509,-22.7329,-174.5266,10.0,5.0,"161 km SSE of ‘Ohonua, Tonga"
1580463275915,47.7191,154.2286,9.29,5.0,Kuril Islands
1580423935320,-3.3797,146.1673,10.0,5.9,"192 km SW of Lorengau, Papua New Guinea"
1580422210125,-3.6423,-75.3493,10.0,5.1,"121 km E of Alianza Cristiana, Peru"
1580407087984,-9.9763,160.9575,10.0,5.0,"118 km WNW of Kirakira, Solomon Islands"
1580383296743,35.1817,27.7814,10.0,5.7,"63 km SE of Karpathos, Greece"
1580366842416,16.9407,-99.9791,13.59,5.2,"1 km W of El Conchero, Mexico"
1580347685202,35.1565,27.8845,10.0,5.5,"72 km ESE of Karpathos, Greece"
1580341616062,0.7136,126.3292,27.01,5.8,"117 km W of Ternate, Indonesia"
1580310653203,10.3105,93.7827,10.0,5.0,"187 km SE of Port Blair, India"
1580305789744,-10.418,161.2756,85.0,6.0,"70 km W of Kirakira, Solomon Islands"
